Col 70 Sector EK-T c18-2
Col 70 Sector EK-X c2-0
Col 70 Sector EL-O d6-4
Col 70 Sector EM-T b33-0
Col 70 Sector EN-J d9-2
Col 70 Sector EO-N b37-0
Col 70 Sector EP-N b37-0
Col 70 Sector EP-S c19-1
Col 70 Sector EP-Y c1-0
Col 70 Sector EQ-K b26-0
Col 70 Sector EQ-N b36-0
Col 70 Sector ER-A b44-0
Col 70 Sector ER-B b30-0
Col 70 Sector ER-J b39-1
Col 70 Sector ES-J d9-5
Col 70 Sector ES-Y b31-1
Col 70 Sector ET-G b27-0
Col 70 Sector ET-R b34-0
Col 70 Sector EV-M c8-1
Col 70 Sector EW-K b38-0
Col 70 Sector EX-I b26-0
Col 70 Sector EX-K d8-8
Col 70 Sector EX-Q c19-2
Col 70 Sector EX-R b21-0
Col 70 Sector EY-R b34-0
Col 70 Sector FA-G b27-0
Col 70 Sector FA-O c7-1
Col 70 Sector FA-S c19-1
Col 70 Sector FA-X c2-0
Col 70 Sector FA-Y b30-0
Col 70 Sector FA-Y c1-0
Col 70 Sector FB-M b37-0
Col 70 Sector FB-P b9-0
Col 70 Sector FC-I b40-1
Col 70 Sector FC-I c11-3
Col 70 Sector FD-I d10-27
Col 70 Sector FD-I d10-6
Col 70 Sector FD-Y c15-1
Col 70 Sector FE-M c9-4
Col 70 Sector FE-W c16-0
Col 70 Sector FE-W c16-1
Col 70 Sector FG-W d2-18
Col 70 Sector FG-W d2-9
Col 70 Sector FI-I d10-33
Col 70 Sector FI-I d10-9
Col 70 Sector FK-B c15-2
Col 70 Sector FK-S c19-1
Col 70 Sector FK-S c19-2
Col 70 Sector FK-S c19-4
Col 70 Sector FK-T c18-2
Col 70 Sector FM-H b28-0
Col 70 Sector FM-H b28-1
Col 70 Sector FM-V e2-1
Col 70 Sector FN-E b30-1
Col 70 Sector FN-G c12-3
Col 70 Sector FN-Q b22-0
Col 70 Sector FN-U b32-0
Col 70 Sector FN-V b31-0
Col 70 Sector FO-N b37-0
Col 70 Sector FO-O b36-0
Col 70 Sector FP-N b37-0
Col 70 Sector FQ-E b28-0
Col 70 Sector FS-B b42-0
Col 70 Sector FT-F b41-0
Col 70 Sector FT-G b27-0
Col 70 Sector FT-W b45-0
Col 70 Sector FV-X d1-3
Col 70 Sector FV-X d1-4
Col 70 Sector FW-Q b23-1
Col 70 Sector FX-I b26-0
Col 70 Sector FX-Q c19-2
Col 70 Sector FX-R b21-0
Col 70 Sector FY-N c21-1
Col 70 Sector FY-N c21-3
Col 70 Sector FZ-M b37-0
Col 70 Sector GB-L c9-6
Col 70 Sector GB-M b37-0
Col 70 Sector GC-A b31-0
Col 70 Sector GC-I b40-0
Col 70 Sector GD-I d10-20
Col 70 Sector GD-I d10-31
Col 70 Sector GD-Y c15-0
Col 70 Sector GE-D b43-0
Col 70 Sector GE-E b42-0
Col 70 Sector GE-I b39-0
Col 70 Sector GF-Y b30-0
Col 70 Sector GG-E c12-6
Col 70 Sector GG-E c12-8
Col 70 Sector GG-W b31-0
Col 70 Sector GG-X d1-4
Col 70 Sector GG-X e1-3
Col 70 Sector GJ-E b42-0
Col 70 Sector GK-Y c1-0
Col 70 Sector GN-G b41-0
Col 70 Sector GN-J d9-3
Col 70 Sector GO-E b42-1
Col 70 Sector GQ-H b13-0
Col 70 Sector GR-K b25-0
Col 70 Sector GS-K d8-5
Col 70 Sector GS-Y b18-1
Col 70 Sector GT-M b38-1
Col 70 Sector GV-L b25-1
Col 70 Sector GV-X d1-3
Col 70 Sector GW-M d7-9
Col 70 Sector GX-O b24-1
Col 70 Sector GY-W b45-0
Col 70 Sector GZ-P b35-0
Col 70 Sector GZ-V c16-0
Col 70 Sector HA-H b26-0
Col 70 Sector HD-I d10-14
Col 70 Sector HD-I d10-4
Col 70 Sector HD-I d10-5
Col 70 Sector HD-R d5-7
Col 70 Sector HE-Q b35-0
Col 70 Sector HG-E c12-8
Col 70 Sector HG-N c7-4
Col 70 Sector HG-X d1-6
Col 70 Sector HJ-Q b22-0
Col 70 Sector HL-D b29-0
Col 70 Sector HL-M c8-4
Col 70 Sector HL-W c2-0
Col 70 Sector HM-B c14-0
Col 70 Sector HM-K b38-0
Col 70 Sector HN-R d5-18
Col 70 Sector HO-O b36-0
Col 70 Sector HO-U c18-10
Col 70 Sector HP-K c10-1
Col 70 Sector HP-Q c5-4
Col 70 Sector HQ-W b31-0
Col 70 Sector HQ-Z b3-0
Col 70 Sector HS-R b34-0
Col 70 Sector HT-E b42-1
Col 70 Sector HU-M b25-2
Col 70 Sector HV-W c2-0
Col 70 Sector HW-L b37-0
Col 70 Sector HW-M b36-0
Col 70 Sector HX-N b35-0
Col 70 Sector HY-D c14-8
Col 70 Sector HY-H d10-2
Col 70 Sector HY-H d10-23
Col 70 Sector HY-S b33-0
Col 70 Sector HY-W b32-0
Col 70 Sector HZ-C b30-1
Col 70 Sector HZ-P b35-0
Col 70 Sector IC-P b24-0
Col 70 Sector ID-I d10-36
Col 70 Sector ID-M a71-0
Col 70 Sector ID-R d5-24
Col 70 Sector IE-E b42-0
Col 70 Sector IF-H b26-0
Col 70 Sector IF-I b41-0
Col 70 Sector IG-E c12-10
Col 70 Sector IG-M c8-7
Col 70 Sector II-I d10-8
Col 70 Sector IJ-G b27-0
Col 70 Sector IJ-V b33-0
Col 70 Sector IJ-W b45-0
Col 70 Sector IL-N c7-5
Col 70 Sector IM-K b38-0
Col 70 Sector IM-Z b18-1
Col 70 Sector IN-J d9-13
Col 70 Sector IN-J d9-17
Col 70 Sector IN-J d9-18
Col 70 Sector IN-J d9-6
Col 70 Sector IN-J d9-7
Col 70 Sector IN-J d9-8
Col 70 Sector IO-E b42-0
Col 70 Sector IO-U c18-3
Col 70 Sector IO-U c18-8
Col 70 Sector IP-B b44-1
Col 70 Sector IP-B c15-6
Col 70 Sector IS-J d9-18
Col 70 Sector IS-R b21-0
Col 70 Sector IT-C b31-0
Col 70 Sector IT-M c9-2
Col 70 Sector IV-Z b16-0
Col 70 Sector IW-L b37-0
Col 70 Sector IX-J d9-15
Col 70 Sector IX-J d9-30
Col 70 Sector IX-J d9-31
Col 70 Sector IY-H d10-12
Col 70 Sector IY-H d10-14
Col 70 Sector IY-H d10-16
Col 70 Sector IY-H d10-17
Col 70 Sector IY-H d10-21
Col 70 Sector IY-H d10-24
Col 70 Sector IY-X c15-0
Col 70 Sector IZ-D c13-2
Col 70 Sector IZ-M b37-0
Col 70 Sector JB-D b29-0
Col 70 Sector JB-W d2-2
Col 70 Sector JC-T d4-26
Col 70 Sector JE-V c17-0
Col 70 Sector JF-O b36-0
Col 70 Sector JG-E c12-9
Col 70 Sector JG-M c8-4
Col 70 Sector JG-N c7-7
Col 70 Sector JG-X d1-9
Col 70 Sector JH-I b14-0
Col 70 Sector JI-K b12-0
Col 70 Sector JJ-G b27-0
Col 70 Sector JK-B b31-0
Col 70 Sector JK-B b44-0
Col 70 Sector JK-C b43-0
Col 70 Sector JM-A b31-0
Col 70 Sector JM-K b38-0
Col 70 Sector JN-H b27-0
Col 70 Sector JP-C b43-0
Col 70 Sector JQ-R c19-2
Col 70 Sector JQ-Y c16-1
Col 70 Sector JR-B b30-0
Col 70 Sector JT-D c14-9
Col 70 Sector JT-E b42-0
Col 70 Sector JT-F c12-7
Col 70 Sector JT-H d10-7
Col 70 Sector JT-P d6-6
Col 70 Sector JV-R c19-1
Col 70 Sector JW-L b37-0
Col 70 Sector JX-A b30-0
Col 70 Sector JY-H d10-10
Col 70 Sector JY-H d10-9
Col 70 Sector JZ-V b32-0
Col 70 Sector KD-I d10-25
Col 70 Sector KD-J d9-10
Col 70 Sector KD-J d9-3
Col 70 Sector KD-R d5-21
Col 70 Sector KD-X b45-1
Col 70 Sector KE-R b34-0
Col 70 Sector KE-T a67-0
Col 70 Sector KE-W b45-0
Col 70 Sector KF-L b38-0
Col 70 Sector KF-U c17-0
Col 70 Sector KI-J d9-1
Col 70 Sector KI-K b12-0
Col 70 Sector KJ-G d11-4
Col 70 Sector KJ-G d11-9
Col 70 Sector KK-L b38-0
Col 70 Sector KL-R c19-3
Col 70 Sector KL-W b31-0
Col 70 Sector KM-C b29-0
Col 70 Sector KM-L c8-2
Col 70 Sector KM-U d3-17
Col 70 Sector KM-U d3-18
Col 70 Sector KN-R b21-0
Col 70 Sector KO-P d6-17
Col 70 Sector KP-C c14-0
Col 70 Sector KQ-J b27-1
Col 70 Sector KT-E b42-1
Col 70 Sector KT-N b24-1
Col 70 Sector KT-O b36-0
Col 70 Sector KT-V b46-0
Col 70 Sector KU-D b42-0
Col 70 Sector KV-L b38-0
Col 70 Sector KX-I b39-0
Col 70 Sector KY-Q d5-11
Col 70 Sector KY-W b19-0
Col 70 Sector KZ-U b46-0
Col 70 Sector KZ-V b32-0
Col 70 Sector LA-L b26-2
Col 70 Sector LC-K b38-0
Col 70 Sector LD-M b36-0
Col 70 Sector LE-D b43-1
Col 70 Sector LE-V b33-0
Col 70 Sector LG-Q c20-0
Col 70 Sector LG-Q c20-1
Col 70 Sector LH-K b38-0
Col 70 Sector LI-Z b30-0
Col 70 Sector LJ-G d11-0
Col 70 Sector LJ-G d11-17
Col 70 Sector LJ-G d11-24
Col 70 Sector LJ-G d11-40
Col 70 Sector LJ-W c16-1
Col 70 Sector LK-C b43-0
Col 70 Sector LL-R c19-0
Col 70 Sector LO-P d6-1
Col 70 Sector LP-B b44-0
Col 70 Sector LR-M b36-0
Col 70 Sector LR-S c5-1
Col 70 Sector LS-W a65-0
Col 70 Sector LT-O b36-0
Col 70 Sector LU-K b39-1
Col 70 Sector LU-S c19-5
Col 70 Sector LV-J c10-1
Col 70 Sector LV-O c6-2
Col 70 Sector LV-O c6-6
Col 70 Sector LV-R c19-1
Col 70 Sector LV-Z b44-1
Col 70 Sector LW-U b32-0
Col 70 Sector LW-V d2-4
Col 70 Sector LW-V d2-5
Col 70 Sector LW-V d2-7
Col 70 Sector LW-X b4-0
Col 70 Sector LW-Z b18-0
Col 70 Sector LX-K d8-10
Col 70 Sector LX-K d8-2
Col 70 Sector LX-K d8-3
Col 70 Sector LX-K d8-9
Col 70 Sector LX-S d4-15
Col 70 Sector LX-S d4-9
Col 70 Sector LY-P b22-0
Col 70 Sector LY-Q d5-12
Col 70 Sector LZ-A b32-1
Col 70 Sector LZ-D c13-0
Col 70 Sector LZ-V b32-0
